[run number],bin-placement,laziness-factor,litter-sensitivity-factor,group-litter-factor,arrival-rate,initial-litter,[step],total-litter-events,bin-utilization-rate,total-agents-spawned,ticks
500,1,0.0,0.5,1.0,2.5,0,7500,28,0.05,499,7500
501,1,0.0,0.5,1.0,2.5,0,7500,29,0.08333333333,513,7500
502,1,0.0,0.5,1.0,2.5,0,7500,34,0.05833333333,487,7500
503,1,0.0,0.5,1.0,2.5,0,7500,29,0.07916666667,465,7500
504,1,0.0,0.5,1.0,2.5,0,7500,34,0.05,493,7500
505,1,0.0,0.5,1.0,2.5,0,7500,26,0.1041666667,456,7500
506,1,0.0,0.5,1.0,2.5,0,7500,31,0.1083333333,507,7500
507,1,0.0,0.5,1.0,2.5,0,7500,33,0.1,488,7500
508,1,0.0,0.5,1.0,2.5,0,7500,20,0.1083333333,470,7500
509,1,0.0,0.5,1.0,2.5,0,7500,31,0.07916666667,510,7500
510,1,0.0,0.5,1.0,2.5,0,7500,32,0.1125,459,7500
511,1,0.0,0.5,1.0,5.0,0,7500,59,0.1666666667,946,7500
512,1,0.0,0.5,1.0,5.0,0,7500,66,0.225,1027,7500
513,1,0.0,0.5,1.0,5.0,0,7500,47,0.1666666667,949,7500
514,1,0.0,0.5,1.0,5.0,0,7500,76,0.1541666667,992,7500
515,1,0.0,0.5,1.0,5.0,0,7500,56,0.1458333333,975,7500
516,1,0.0,0.5,1.0,5.0,0,7500,58,0.2083333333,982,7500
517,1,0.0,0.5,1.0,5.0,0,7500,50,0.2,1001,7500
518,1,0.0,0.5,1.0,5.0,0,7500,49,0.1833333333,991,7500
519,1,0.0,0.5,1.0,5.0,0,7500,67,0.1916666667,1010,7500
520,1,0.0,0.5,1.0,5.0,0,7500,63,0.1708333333,945,7500
521,1,0.0,0.5,1.0,5.0,0,7500,73,0.1791666667,1031,7500
522,1,0.0,0.5,1.0,5.0,0,7500,70,0.1958333333,892,7500
523,1,0.0,0.5,1.0,5.0,0,7500,72,0.2,1052,7500
524,1,0.0,0.5,1.0,5.0,0,7500,73,0.1541666667,1052,7500
525,1,0.0,0.5,1.0,5.0,0,7500,54,0.2,988,7500
526,1,0.0,0.5,1.0,5.0,0,7500,54,0.1958333333,972,7500
527,1,0.0,0.5,1.0,5.0,0,7500,48,0.275,1014,7500
528,1,0.0,0.5,1.0,5.0,0,7500,57,0.1833333333,1043,7500
529,1,0.0,0.5,1.0,5.0,0,7500,47,0.175,1016,7500
530,1,0.0,0.5,1.0,5.0,0,7500,62,0.1041666667,919,7500
531,1,0.0,0.5,1.0,5.0,0,7500,51,0.2375,1044,7500
532,1,0.0,0.5,1.0,5.0,0,7500,45,0.1708333333,941,7500
